206.64,1.3031e+00,1.6826e+00
210.94,1.3220e+00,1.7001e+00
215.32,1.3435e+00,1.7160e+00
219.80,1.3669e+00,1.7294e+00
224.37,1.3916e+00,1.7398e+00
229.03,1.4167e+00,1.7469e+00
233.79,1.4414e+00,1.7505e+00
238.65,1.4648e+00,1.7507e+00
243.61,1.4861e+00,1.7474e+00
248.68,1.5045e+00,1.7411e+00
253.85,1.5194e+00,1.7321e+00
259.12,1.5299e+00,1.7210e+00
264.51,1.5355e+00,1.7083e+00
270.01,1.5356e+00,1.6950e+00
275.62,1.5297e+00,1.6818e+00
281.35,1.5175e+00,1.6700e+00
287.20,1.4987e+00,1.6607e+00
293.17,1.4736e+00,1.6554e+00
299.26,1.4425e+00,1.6557e+00
305.48,1.4064e+00,1.6633e+00
311.83,1.3668e+00,1.6796e+00
318.32,1.3258e+00,1.7058e+00
324.93,1.2862e+00,1.7422e+00
331.69,1.2507e+00,1.7884e+00
338.58,1.2220e+00,1.8427e+00
345.62,1.2020e+00,1.9028e+00
352.81,1.1918e+00,1.9658e+00
360.14,1.1915e+00,2.0285e+00
367.63,1.2001e+00,2.0881e+00
375.27,1.2161e+00,2.1422e+00
383.07,1.2373e+00,2.1891e+00
391.03,1.2613e+00,2.2277e+00
399.16,1.2856e+00,2.2575e+00
407.46,1.3077e+00,2.2785e+00
415.93,1.3253e+00,2.2916e+00
424.58,1.3363e+00,2.2977e+00
433.40,1.3389e+00,2.2984e+00
442.41,1.3316e+00,2.2956e+00
451.61,1.3132e+00,2.2913e+00
461.00,1.2832e+00,2.2880e+00
470.58,1.2413e+00,2.2880e+00
480.36,1.1879e+00,2.2941e+00
490.35,1.1240e+00,2.3088e+00
500.54,1.0512e+00,2.3343e+00
510.94,9.7185e-01,2.3725e+00
521.57,8.8859e-01,2.4247e+00
532.41,8.0438e-01,2.4911e+00
543.48,7.2204e-01,2.5713e+00
554.77,6.4392e-01,2.6639e+00
566.31,5.7177e-01,2.7672e+00
578.08,5.0663e-01,2.8793e+00
590.10,4.4894e-01,2.9983e+00
602.36,3.9868e-01,3.1227e+00
614.88,3.5554e-01,3.2509e+00
627.67,3.1902e-01,3.3821e+00
640.71,2.8853e-01,3.5153e+00
654.03,2.6347e-01,3.6500e+00
667.63,2.4324e-01,3.7857e+00
681.51,2.2732e-01,3.9221e+00
695.67,2.1520e-01,4.0592e+00
710.14,2.0645e-01,4.1967e+00
724.90,2.0067e-01,4.3347e+00
739.97,1.9753e-01,4.4732e+00
755.35,1.9675e-01,4.6121e+00
771.05,1.9806e-01,4.7516e+00
787.08,2.0124e-01,4.8917e+00
803.44,2.0610e-01,5.0325e+00
820.14,2.1249e-01,5.1740e+00
837.19,2.2024e-01,5.3164e+00
854.59,2.2924e-01,5.4597e+00
872.36,2.3937e-01,5.6040e+00
890.49,2.5052e-01,5.7494e+00
909.00,2.6262e-01,5.8960e+00
927.90,2.7557e-01,6.0439e+00
947.19,2.8931e-01,6.1931e+00
966.88,3.0376e-01,6.3438e+00
986.98,3.1885e-01,6.4959e+00
